rank,id,label,canonicalLine,LabelMismatch,definition,IsBaseForm,BaseFormReason,CommonDefMismatch,CommonDefinition,CommonDefMismatchReason,DefMismatch,DefMismatchReason,japaneseTranslation,TranslationMismatchReason,TranslationMismatch,POS,POSMismatch,POSMismatchReason,POSTranslationMismatch,POSTranslationMismatchReason,Error
2159,38723,DRAMATIC,I wanted it to be very dramatic and emotional.,0,displaying great emotion,1,1,0,,,0,,劇的な,,0,adjective,0,,1.0,"The Japanese word '劇的な' (geki-teki-na) is indeed in the grammatical form of an adjective. In Japanese, adjectives that end in 'な' (na) are called 'na-adjectives' or '形容動詞' (keiyō-dōshi). These adjectives require the 'な' when they directly modify a noun. So, '劇的な' is a na-adjective meaning ""dramatic.""",
2160,51226,CRITICISM,Praise followed by criticism is not praise.,0,the act of finding fault with something,1,1,0,,,0,,批判,,0,noun,0,,1.0,"The Japanese word ""批判"" (hihan) is primarily used as a noun, meaning ""criticism"" or ""critique."" It can also function as a suru-verb when combined with ""する"" (suru), meaning ""to criticize."" However, in its standalone form, ""批判"" is a noun.",
2161,34465,MAD,And now my boss is mad at me for being late.,0,very angry or upset,1,1,0,,,0,,怒っている,,0,adjective,0,,1.0,"The Japanese word ""怒っている"" (okotteiru) is not in the grammatical form of an adjective. It is actually a verb phrase. ""怒る"" (okoru) is the verb meaning ""to be angry,"" and ""ている"" (te iru) is a grammatical construction used to indicate a continuous or ongoing state. So ""怒っている"" translates to ""being angry"" or ""is angry,"" describing the state of someone currently experiencing anger.",
2162,48306,EPISODE,"In today's episode, you will learn to talk about the past.",0,a show which is part of a larger story,1,1,0,,,0,,挿話、話,"No. The word '挿話' (sōwa) refers to an anecdote or an episode in the sense of a short story or incident, which is not suitable for the context of a TV show or podcast episode. The word '話' (hanashi) means 'story' or 'talk' and is also not specific enough for this context. A more appropriate translation for 'episode' in the context of a TV show or podcast would be 'エピソード' (episōdo) or '回' (kai).",1,noun,0,,1.0,"Both of the Japanese words you listed, '挿話' and '話', are indeed in the grammatical form of nouns.

- 挿話 (そうわ) means ""episode"" or ""anecdote"" and is a noun.
- 話 (はなし) means ""story"" or ""talk"" and is also a noun.

If you have any more questions about Japanese word forms or usage, feel free to ask!",
2163,12881,PRACTICAL,I really don't think that athletics would be practical for a lot of students.,0,very suitable for a purpose,1,1,0,,,0,,実践的な,,0,adjective,0,,1.0,"The Japanese word ""実践的な"" (jissen-teki na) is indeed in the grammatical form of an adjective. Specifically, it is a ""na-adjective"" (形容動詞, keiyō-dōshi) in Japanese. Na-adjectives are typically followed by ""な"" when they directly modify a noun. So, ""実践的な"" is correctly used as an adjective in this form.",
2164,73441,GENTLEMAN,"Yes, you, sir, the gentleman in the front row.",0,a polite way of referring to a man,1,1,0,,,0,,紳士,,0,noun,0,,1.0,"The Japanese word '紳士' (shinshi) is indeed a noun. It means ""gentleman"" in English. If you have other words you'd like to check, feel free to list them!",
2165,16148,HEAVILY,It suddenly starts raining heavily.,0,Intensely or severely.,0,"No, 'HEAVILY' is not a base form. It is an adverb derived from the adjective 'heavy'.",0,,,0,,激しく,,0,adverb,0,,1.0,"The Japanese word ""激しく"" (hageshiku) is indeed in the adverbial form. It is derived from the adjective ""激しい"" (hageshii), which means ""intense"" or ""fierce."" When the adjective is converted to its adverbial form, it becomes ""激しく,"" meaning ""intensely"" or ""fiercely."" Therefore, ""激しく"" is used as an adverb.",
2166,7822,PERCEPTION,They're both classic methods for skewing your perception of time.,0,the way one sees or understands something,1,1,0,,,0,,知覚,,0,noun,0,,1.0,"The Japanese word ""知覚"" (chikaku) is primarily used as a noun, meaning ""perception"" or ""sensation."" It can also function as a verb when combined with the appropriate verb forms, such as ""知覚する"" (chikaku suru), which means ""to perceive."" However, in its standalone form ""知覚,"" it is a noun.",
2167,17302,RELIABLE,Humans needed a more reliable system where there would be food all the time.,0,dependable,1,1,0,,,0,,信頼できる,,0,adjective,0,,1.0,"The Japanese phrase '信頼できる' (shinrai dekiru) is indeed in the form of an adjective. It is a na-adjective (also known as an adjectival noun) that means ""reliable"" or ""trustworthy."" In this form, it can be used to describe nouns, similar to how adjectives function in English.",
2168,59054,ETHNIC,What's her ethnic background?,0,of people with a common race or culture,1,1,0,,,0,,民族の,"No. The word '民族の' (minzoku no) in Japanese translates more directly to 'of a people' or 'of a nation,' and is typically used to refer to a group or nation as a whole rather than an individual's ethnic background. A more appropriate translation for 'ethnic background' in this context would be '民族的な背景' (minzokuteki na haikei) or simply '民族' (minzoku) when referring to someone's ethnic group.",1,adjective,0,,1.0,"The Japanese phrase ""民族の"" (minzoku no) is not in the form of an adjective. Instead, it consists of the noun ""民族"" (minzoku), meaning ""ethnic group"" or ""people,"" followed by the possessive particle ""の"" (no), which is used to link nouns or to indicate possession. This construction is often used to modify another noun, similar to how adjectives function in English, but grammatically, ""民族の"" itself is not an adjective.",
2169,66948,FLOAT,"How can the boat float on the water, sir?",0,to slowly move through air or liquid,1,1,0,,,0,,漂う,"No. The word '漂う' (tadayou) in Japanese generally means to drift or waft, often used for things like scents, feelings, or objects that are floating in a more passive or aimless manner. For the context of a boat floating on water, a more appropriate word would be '浮く' (uku), which specifically refers to the act of floating on the surface of water.",1,verb,0,,1.0,"The Japanese word ""漂う"" (tadayou) is indeed in the grammatical form of a verb. It means ""to drift,"" ""to float,"" or ""to waft."" If you have any other words you'd like to check, feel free to ask!",
2169,45194,FLOAT,We saw a beautiful float during the annual parade.,0,a vehicle with a platform carrying an exhibit in a parade,1,1,0,,,0,,山車,,0,noun,0,,1.0,"The Japanese word '山車' (pronounced ""dashi"") is indeed a noun. It refers to a type of float used in festivals, particularly in traditional Japanese festivals where these floats are often elaborately decorated and paraded through the streets.",
2170,36396,SUSTAIN,The energy we use can sustain our planet or destroy it.,0,to lengthen or extend in duration or space,1,1,0,,,0,,維持する,,0,verb,0,,1.0,"The Japanese word ""維持する"" (iji suru) is in the grammatical form of a verb. It means ""to maintain"" or ""to preserve."" The verb form ""する"" (suru) is attached to the noun ""維持"" (iji), which means ""maintenance"" or ""preservation,"" to create the verb ""維持する.""",
2170,36399,SUSTAIN,"He worked hard, but he could barely sustain his family.",0,to supply what is needed to maintain something,1,1,0,,,0,,養う、維持する,,0,verb,0,,1.0,"Both of the Japanese words you listed, '養う' (yashinau) and '維持する' (iji suru), are in the grammatical form of verbs.

- '養う' (yashinau) is a verb that means ""to support"" or ""to foster.""
- '維持する' (iji suru) is a verb phrase that means ""to maintain"" or ""to preserve.""

Both words are indeed verbs in their given forms.",
2171,15371,SWEEP,Sweep the brush down and then back up.,0,to cover or extend over an area or time period,1,1,0,,,0,,掃く、押し流す,"No. The Japanese word '掃く' (haku) is appropriate for translating 'sweep' in the context of cleaning or brushing, as it means to sweep or brush away. However, '押し流す' (oshi-nagasu) means to wash away or flush away, which does not fit the context of using a brush. Therefore, only '掃く' is appropriate for the given sentence.",1,verb,0,,1.0,"Both of the Japanese words you listed are indeed in the grammatical form of verbs.

1. 掃く (はく) - This is a verb meaning ""to sweep.""
2. 押し流す (おしながす) - This is a verb meaning ""to wash away"" or ""to sweep away.""

Both words are in their dictionary form, which is the base form of Japanese verbs.",
2171,68001,SWEEP,Tornadoes sweep across the country every year.,0,to move or pass quickly,1,1,0,,,0,,横切る,,0,verb,0,,1.0,"The word '横切る' (yokogiru) is indeed a verb in Japanese. It means ""to cross"" or ""to traverse."" If you have more words you would like to check, feel free to list them!",
2172,70884,DEPRESSION,"This may lead to depression and other social problems,...",0,a feeling of being very unhappy,0,"No, 'DEPRESSION' is not a base form. It is a noun derived from the verb 'depress'. The base form of a word is typically its simplest form, such as a verb in its infinitive form without any inflections.",0,,,0,,うつ病,,0,noun,0,,1.0,"The Japanese word ""うつ病"" (utsubyō) is a noun. It refers to ""depression"" or ""depressive illness"" in English. There are no other grammatical forms for this word, as it is specifically used as a noun.",
2173,98406,APPROVAL,...to seek approval of the new design plans.,0,agreement or permission given by someone in authority,0,"No, 'APPROVAL' is not a base form. It is a noun derived from the verb 'approve'. The base form of a word typically refers to its simplest form, such as the infinitive form of a verb without any inflections.",0,,,0,,承認,,0,noun,0,,1.0,"The Japanese word ""承認"" (shōnin) is primarily used as a noun, meaning ""approval"" or ""recognition."" It can also function as a verbal noun when combined with the verb ""する"" (suru), meaning ""to approve"" or ""to recognize."" However, in its standalone form, it is a noun.",
2174,31482,BUYER,I was the owner and the buyer.,0,a person who pays for something,0,"No, 'BUYER' is not a base form. The base form of the word is 'BUY', which is a verb. 'BUYER' is a noun derived from the verb 'BUY'.",0,,,0,,買う人,,0,noun,0,,1.0,"The Japanese phrase '買う人' (kau hito) translates to ""buyer"" or ""person who buys"" in English. In this context, it functions as a noun. The word '買う' (kau) is a verb meaning ""to buy,"" and '人' (hito) is a noun meaning ""person."" When combined, they form a noun phrase. Therefore, in this form, '買う人' is indeed a noun.",
2175,35160,USUAL,It was lower than my usual salary.,0,"done, found, or used most of the time",1,1,0,,,0,,通常の,,0,adjective,0,,1.0,"The Japanese word '通常の' (tsūjō no) is not in the grammatical form of an adjective. Instead, it functions as a noun or a noun modifier. The word '通常' means ""usual"" or ""normal,"" and when combined with the particle 'の' (no), it is used to modify another noun, similar to how ""usual"" or ""normal"" would be used in English. In this form, it acts more like a noun phrase rather than a standalone adjective.",
2176,70766,CAPABLE,We're all capable of it.,0,able to do something,1,1,0,,,0,,〜できる、能力のある,,0,adjective,0,,1.0,"The Japanese words listed, 〜できる and 能力のある, are not in the form of adjectives in the traditional sense.

1. **〜できる**: This is a suffix that attaches to the verb stem to indicate potential or ability, meaning ""can"" or ""be able to."" It functions more like a verb rather than an adjective.

2. **能力のある**: This phrase means ""having ability"" or ""capable."" While it describes a noun, it is a combination of the noun 能力 (nōryoku, ""ability"") and the verb ある (""to have""), making it more of a verbal phrase than a standalone adjective.

In Japanese, adjectives are typically in the form of い-adjectives (like 高い, ""tall"") or な-adjectives (like きれいな, ""clean/beautiful""). Neither of the listed terms fits these categories.",
2177,35680,MOTOR,"Games that involved creativity and motor skills, and concentration.",0,involving movement of the muscles,1,1,0,,,0,,運動神経,"No. The Japanese word '運動神経' (undou shinkei) translates to 'motor nerves' or 'athletic ability' and refers to physical coordination and agility. It does not directly translate to 'motor skills' in the context of activities requiring fine motor skills, such as those involving creativity and concentration. A more appropriate translation for 'motor skills' in this context would be '運動技能' (undou ginou) or '細かい運動能力' (komakai undou nouryoku), which refer to fine motor skills.",1,adjective,0,,1.0,"The Japanese word '運動神経' (undou shinkei) is a noun, not an adjective. It translates to ""motor nerves"" or ""athletic ability"" in English. It refers to one's physical coordination or ability to perform physical activities. Therefore, it is not in the grammatical form of an adjective.",
2177,61377,MOTOR,The trigger controls the motor.,0,the part of a machine that makes it move,1,1,0,,,0,,発動機,,0,noun,0,,1.0,"The Japanese word '発動機' (hatsudouki) is a noun. It translates to ""engine"" or ""motor"" in English. There are no other grammatical forms for this word; it is used as a noun.",
2178,100022,URBAN,Imagine that urban residents could escape to nature but not have to leave the city.,0,relating to or located in a city,1,1,0,,,0,,都会の,,0,adjective,0,,1.0,"The Japanese phrase ""都会の"" (tokai no) is not in the form of an adjective. Instead, it consists of a noun ""都会"" (tokai), which means ""city"" or ""urban area,"" followed by the possessive or attributive particle ""の"" (no). This construction is used to modify another noun, similar to how we use ""city"" or ""urban"" in English to describe something related to a city. For example, ""都会の生活"" (tokai no seikatsu) means ""urban life"" or ""city life.""",
2179,13167,SETTLE,The management and workers need to settle a dispute over working conditions.,0,to end a disagreement,1,1,0,,,0,,解決する,,0,verb,0,,1.0,"The Japanese word '解決する' (kaiketsu suru) is in the grammatical form of a verb. It means ""to resolve"" or ""to solve."" The word '解決' (kaiketsu) is a noun meaning ""resolution"" or ""solution,"" and when combined with 'する' (suru), which is an auxiliary verb meaning ""to do,"" it becomes a verb.",
2179,38625,SETTLE,"Don't settle. Your time is limited,...",0,to accept something even if you do not like it,1,1,0,,,0,,妥協する、居着く,"No. In this context, ""settle"" means to accept something less than ideal or to compromise one's standards or desires. The Japanese word ""妥協する"" (dakyō suru) means ""to compromise,"" which might seem close, but it doesn't fully capture the motivational aspect of ""don't settle"" in this context. ""居着く"" (itsuku) means ""to settle down"" or ""to become established in a place,"" which is not relevant to the intended meaning. A more appropriate translation might involve a phrase that conveys not compromising or not being content with less, such as ""妥協しないで"" (dakyō shinaide).",1,verb,0,,1.0,"Both of the Japanese words you listed are indeed in the grammatical form of verbs.

1. 妥協する (だきょうする) - This is a verb meaning ""to compromise.""
2. 居着く (いつく) - This is a verb meaning ""to settle"" or ""to stay.""

Both words are in their dictionary form, which is the basic form of a verb in Japanese.",
2179,46844,SETTLE,Visit? Yes. Settle? Not yet.,0,to make a home or rest in a place,1,1,0,,,0,,定住させる,,0,verb,0,,1.0,"The Japanese word '定住させる' is indeed in the grammatical form of a verb. It is the causative form of the verb '定住する' (teijuu suru), which means ""to settle"" or ""to reside permanently."" The causative form '定住させる' means ""to make someone settle"" or ""to cause someone to reside permanently.""",
2180,35672,SILENT,I can be as silent as a snake.,0,without making any sound,1,1,0,,,0,,静かな,,0,adjective,0,,1.0,"The Japanese word ""静かな"" (shizuka na) is indeed in the grammatical form of an adjective. Specifically, it is a ""na-adjective"" (形容動詞, keiyō-dōshi) in Japanese. Na-adjectives are one of the two main types of adjectives in Japanese, the other being ""i-adjectives."" The ""na"" at the end is used when the adjective directly modifies a noun, such as in ""静かな部屋"" (shizuka na heya), meaning ""a quiet room.""",
2180,35673,SILENT,"Huck was silent for a while, thinking about what Tom had said.",0,being completely quiet or not speaking,1,1,0,,,0,,無言の、沈黙した,,0,adjective,0,,1.0,"Both of the Japanese words you listed are in the form of adjectives.

1. 無言の (mugon no): This is an adjectival noun (形容動詞, keiyō dōshi) when used with ""の"" to modify a noun. It means ""silent"" or ""wordless.""

2. 沈黙した (chinmoku shita): This is the past form of the verb 沈黙する (chinmoku suru), which means ""to be silent."" When used in this form, it functions as an adjective meaning ""silent.""

Both forms are used to describe nouns, so they are functioning as adjectives in these contexts.",
2181,41488,MIXTURE,Blend this mixture until smooth.,0,the product of combining two or more different things,1,1,0,,,0,,混合物,,0,noun,0,,1.0,"The Japanese word ""混合物"" (kon'gōbutsu) is indeed in the grammatical form of a noun. It means ""mixture"" or ""compound."" If you have any other words you'd like to check, feel free to ask!",
2182,14688,CHAPTER,And that is when a new chapter in my life began.,0,any specific period in history or in a person's life,1,1,0,,,0,,章、一時期,,0,noun,0,,1.0,"Both of the Japanese words listed, ""章"" and ""一時期,"" are indeed in the grammatical form of nouns.

- ""章"" (しょう) means ""chapter"" or ""section.""
- ""一時期"" (いちじき) means ""a period of time"" or ""a certain period.""

Both are used as nouns in Japanese.",
2182,38627,CHAPTER,We have to read chapter nine in the textbook.,0,one of the sections that a book is divided into,1,1,0,,,0,,章,,0,noun,0,,1.0,"The Japanese word ""章"" (shō) is primarily used as a noun. It typically means ""chapter"" or ""section"" when referring to parts of a book or document. In some contexts, it can also mean ""medal"" or ""badge."" Therefore, ""章"" is indeed in the grammatical form of a noun.",
2183,48926,IMMEDIATE,Please give this matter your immediate attention.,0,done or happening without any delay,1,1,0,,,0,,即座の、早急の,,0,adjective,0,,1.0,"Both of the Japanese words you listed, '即座の' (sokuza no) and '早急の' (sokyuu no), are in the form of adjectives, specifically na-adjectives (形容動詞) when they are used with the particle 'の' to modify nouns. 

- '即座の' means ""immediate"" or ""instantaneous"" and is used to describe something that happens right away.
- '早急の' means ""urgent"" or ""prompt"" and is used to describe something that needs to be done quickly.

In these forms, they function as adjectives to modify nouns.",
2184,41812,PROMOTION,Will I finally get that big promotion?,0,move to a more important job,0,"No, the word 'PROMOTION' is not a base form. It is a noun derived from the verb 'promote'. The base form of a word typically refers to its simplest form, such as the infinitive form of a verb or the singular form of a noun.",0,,,0,,昇進,,0,noun,0,,1.0,"The Japanese word ""昇進"" (shoushin) is indeed a noun. It means ""promotion"" or ""advancement,"" typically in the context of a job or career. If you have other words you'd like to check, feel free to list them!",
2184,13292,PROMOTION,I was thinking about some sort of a promotion in shopping malls.,0,the act of making people aware of a product,0,"No, the word 'PROMOTION' is not a base form. It is a noun derived from the verb 'promote'. The base form of a word typically refers to its simplest form, such as the infinitive form of a verb without any inflections.",0,,,0,,プロモーション,,0,noun,0,,1.0,"The Japanese word 'プロモーション' (puromōshon) is a loanword from English, meaning ""promotion."" In Japanese, it is used as a noun. Therefore, in the list you provided, 'プロモーション' is indeed in the grammatical form of a noun.",
2185,38480,SILENCE,Put your phone on mute if you want silence.,0,a complete lack of noise from all sources,1,1,0,,,0,,沈黙、静けさ,,0,noun,0,,1.0,"Both of the Japanese words you listed, 沈黙 (chinmoku) and 静けさ (shizukesa), are in the grammatical form of nouns. 沈黙 means ""silence"" or ""quietness,"" and 静けさ also means ""quietness"" or ""tranquility.""",
2185,50303,SILENCE,There was silence until the judge spoke.,0,"a situation, state or period of time in which people do not talk",1,1,0,,,0,,沈黙,,0,noun,0,,1.0,"The Japanese word ""沈黙"" (chinmoku) is indeed a noun. It means ""silence"" or ""quietness."" If you have any other words you'd like to verify, feel free to ask!",
2186,38472,PREVIOUSLY,I previously coached tennis at a top tennis academy.,0,of an earlier time,0,"No, 'PREVIOUSLY' is not a base form. It is an adverb derived from the adjective 'previous'.",0,,,0,,以前に,,0,adverb,0,,1.0,"The Japanese word ""以前に"" (izen ni) is indeed used as an adverb. It means ""before"" or ""previously"" and is used to indicate a point in time prior to the present or another referenced time. If you have other words you'd like to verify or need further clarification, feel free to ask!",
2187,71192,CREATION,Culture is everything that results from human creation:...,0,the act of making something new,0,"No, 'CREATION' is not a base form. It is a noun derived from the verb 'create'. The base form is 'create'.",0,,,0,,創造,,0,noun,0,,1.0,"The Japanese word '創造' (sōzō) is primarily used as a noun, meaning ""creation"" or ""creativity."" It can also function as a verbal noun when combined with the verb する (suru), which means ""to do."" In this form, 創造する (sōzō suru) means ""to create."" However, '創造' itself is inherently a noun.",
2188,54538,PRIDE,The cat was full of pride.,0,a sense of one's own importance and worth,1,1,0,,,0,,誇り,,0,noun,0,,1.0,"The Japanese word ""誇り"" (hokori) is indeed a noun. It means ""pride."" If you have other words you'd like to check, feel free to list them!",
2189,1595,EXHIBIT,People may exhibit physical symptoms that they cannot control.,0,to show or reveal something,1,1,0,,,0,,展示する,"No. The Japanese word '展示する' (tenji suru) means 'to display' or 'to exhibit' in the context of showing objects, such as in a museum or exhibition. It is not appropriate for describing the manifestation of symptoms. A more suitable translation for 'exhibit' in this context would be '示す' (shimesu) or '現れる' (arawareru), which convey the idea of showing or manifesting symptoms.",1,verb,0,,1.0,"The Japanese word ""展示する"" (tenji suru) is in the grammatical form of a verb. It means ""to exhibit"" or ""to display."" The word ""展示"" (tenji) is a noun meaning ""exhibition"" or ""display,"" and when combined with ""する"" (suru), which is an auxiliary verb meaning ""to do,"" it forms a verb.",
2189,15590,EXHIBIT,The Harry Potter exhibit was amazing.,0,a group of objects displayed in a public area,1,1,0,,,0,,展示物、公開,,0,noun,0,,1.0,"The Japanese words listed, ""展示物"" (tenjibutsu) and ""公開"" (koukai), are both nouns. 

- ""展示物"" means ""exhibit"" or ""display item.""
- ""公開"" means ""public release"" or ""opening to the public.""

Both words function as nouns in Japanese.",
2190,28473,REASONABLE,"A balanced approach is to be reasonable, realistic and respectful.",0,fair or using sound judgment,1,1,0,,,0,,合理的な、筋の通った,,0,adjective,0,,1.0,"Both ""合理的な"" and ""筋の通った"" are in the grammatical form of adjectives in Japanese.

1. **合理的な (gōriteki na)**: This is an adjectival noun (形容動詞, keiyō dōshi), often referred to as a ""na-adjective"" in English. The ""な"" is used to connect the adjective to a noun.

2. **筋の通った (suji no tōtta)**: This phrase functions as an adjective. ""筋の通った"" is derived from the verb ""通る"" (tōru, meaning ""to pass through"" or ""to be logical"") and is used in the past tense form ""通った"" (tōtta) to describe something that is consistent or logical. The phrase as a whole describes a noun in an adjectival manner.

Both are used to describe nouns, fitting the role of adjectives in sentences.",
2191,29217,DESCRIPTION,That's the politest description I have for them.,0,details about someone or something,0,"No, 'DESCRIPTION' is not a base form. It is a noun derived from the verb 'describe'. The base form of the word is 'describe'.",0,,,0,,描写、説明,,0,noun,0,,1.0,"Both Japanese words '描写' (byousha) and '説明' (setsumei) are primarily used as nouns. 

- 描写 (byousha) means ""depiction"" or ""description"" and is a noun. It can also function as a verb when combined with the verb する (suru), as in 描写する, meaning ""to depict"" or ""to describe.""

- 説明 (setsumei) means ""explanation"" and is also a noun. Similarly, it can be used as a verb when combined with する, as in 説明する, meaning ""to explain.""

In their standalone forms, both words are nouns.",
2192,5798,CONTRAST,These bright colors contrast the dark background of the screen.,0,to show differences,1,1,0,,,0,,対照する,,0,verb,0,,1.0,"The Japanese word '対照する' (taishou suru) is indeed in the grammatical form of a verb. The word '対照' (taishou) means ""contrast"" or ""comparison,"" and when combined with 'する' (suru), which is a verb meaning ""to do,"" it forms the verb ""to contrast"" or ""to compare.""",
2192,50909,CONTRAST,Increase the contrast to lighten the picture.,0,the differences in color or brightness in an image,1,1,0,,,0,,視覚的差異,"No. The Japanese phrase '視覚的差異' translates to 'visual difference' or 'visual distinction,' which does not specifically convey the meaning of 'contrast' in the context of adjusting image settings. A more appropriate translation for 'contrast' in this context would be 'コントラスト'.",1,noun,0,,1.0,"The Japanese phrase ""視覚的差異"" can be broken down into its components:

1. 視覚的 (しかくてき, shikakuteki) - This is an adjectival noun (na-adjective) meaning ""visual"" or ""optical.""
2. 差異 (さい, sai) - This is a noun meaning ""difference"" or ""disparity.""

The entire phrase ""視覚的差異"" functions as a noun phrase meaning ""visual difference"" or ""visual disparity."" While ""視覚的"" on its own is an adjectival noun, in this context, it modifies ""差異"" to form a noun phrase. Therefore, the phrase as a whole is used as a noun.",
2192,38630,CONTRAST,"By contrast, the smallest penguins are called little blue penguins.",0,something that is different from another thing,1,1,0,,,0,,"差異, 対照","No. The word '対照' is closer to the meaning of 'contrast' in the context of comparing differences, which fits the sentence provided. However, '差異' refers more to 'difference' or 'disparity' rather than the act of contrasting two things. Therefore, '対照' would be the more appropriate translation for 'contrast' in this context.",1,noun,0,,1.0,"Both of the Japanese words you listed, '差異' (sai) and '対照' (taishou), are primarily used as nouns.

- 差異 (sai) means ""difference"" or ""disparity.""
- 対照 (taishou) means ""contrast"" or ""comparison.""

While they are primarily nouns, context can sometimes allow for different grammatical roles, such as being part of a compound or modifying other words, but their base form is that of a noun.",
2193,51768,TEMPORARY,"But remember, pain is temporary and quitting lasts forever.",0,continuing or lasting for a limited or short time,1,1,0,,,0,,一時的な、引きつける,,0,adjective,0,,,,
2194,62485,TAIL,He could see the dragon's tail.,0,the moving part behind an animal's body,1,1,0,,,0,,尾,,0,noun,0,,1.0,"The Japanese character '尾' (pronounced as ""o"") is primarily used as a noun, meaning ""tail."" It is not typically used in other grammatical forms such as verbs or adjectives. Therefore, in the context of your question, '尾' is indeed in the grammatical form of a noun.",
2195,88657,PORTION,Sue still had a portion of the test to finish.,0,a section or part of a larger thing or area,1,1,0,,,0,,一部,,0,noun,0,,1.0,"The Japanese word '一部' (ichibu) is primarily used as a noun. It means ""a part,"" ""a portion,"" or ""one section."" In most contexts, it functions as a noun, but it can also be part of a larger grammatical structure, such as when used in compound phrases or modifying other nouns. However, its core grammatical form is that of a noun.",
2195,26061,PORTION,"You will need water, nutritious food, light exercise and normal portion sizes.",0,an amount of food served,1,1,0,,,0,,一部の,,0,noun,0,,1.0,"The Japanese phrase ""一部の"" (ichibu no) is not a noun itself; rather, it functions as a modifier. ""一部"" (ichibu) can be a noun meaning ""a part"" or ""a portion,"" but when combined with ""の"" (no), it becomes a possessive or descriptive phrase meaning ""some"" or ""a part of."" This phrase is used to modify another noun, indicating that it is not in the grammatical form of a noun by itself.",
2196,9674,TENT,We sleep in a tent under the stars.,0,a small structure used as a shelter to camp outside,1,1,0,,,0,,テント,,0,noun,0,,1.0,"The Japanese word 'テント' (tento) is a noun, and it means ""tent"" in English. It is not in any other grammatical form.",
2197,27988,SUBSTANCE,"Rubber is the most elastic substance,...",0,a particular type of material,1,1,0,,,0,,物質,,0,noun,0,,1.0,"The Japanese word ""物質"" (bussitsu) is a noun, meaning ""substance"" or ""matter."" It is not used in other grammatical forms such as verbs or adjectives.",
2198,41834,INVITATION,My father got an invitation to play in the London Symphony Orchestra.,0,a request to go somewhere or to do something,0,"No, 'INVITATION' is not a base form. It is a noun derived from the verb 'invite'. The base form is 'invite'.",0,,,0,,招待,,0,noun,0,,1.0,"The Japanese word ""招待"" (shōtai) is primarily used as a noun, meaning ""invitation."" It can also function as a verb when combined with the appropriate verb ending, such as ""招待する"" (shōtai suru), which means ""to invite."" However, in its standalone form ""招待,"" it is a noun.",
2199,38772,TELEPHONE,"In the future, a telephone will be so small, that we can put it in our pocket...",0,a device used to talk to people,1,1,0,,,0,,電話,,0,noun,0,,1.0,"The Japanese word '電話' (denwa) is primarily used as a noun, meaning ""telephone"" or ""phone."" It is not typically used in other grammatical forms.",
2200,239244,STABILITY,It gives excellent stability and steering response.,0,the quality or state of not being easily moved or changed,1,1,0,,,0,,安定、確固,,0,noun,0,,1.0,"Both ""安定"" (antei) and ""確固"" (kakko) can function as nouns in Japanese, but they can also be used in other grammatical forms.

1. **安定 (antei)**: Primarily a noun meaning ""stability"" or ""steadiness."" It can also function as a ""する"" verb (安定する), meaning ""to stabilize"" or ""to become stable.""

2. **確固 (kakko)**: Primarily an adjective meaning ""firm"" or ""unshakeable."" It is often used in the form ""確固たる"" to describe something that is firm or solid. It is less commonly used as a standalone noun compared to ""安定.""

So, while both can be nouns, ""確固"" is more commonly used adjectivally, especially in the form ""確固たる.""",
2201,181365,STEM,,0,"'Science, Technology, Engineering, and Math', school subjects",1,1,0,,,0,,STEM教育（化学、技術、工学、数学）,,0,noun,0,,,,"expected string or bytes-like object, got 'float'"
2201,54647,STEM,...stems from feelings of insecurity.,1,to come from or be caused by something,1,1,0,,,0,,派生する、起因する,,0,verb,0,,1.0,"Both of the Japanese words you listed, '派生する' (hasei suru) and '起因する' (kiin suru), are in the grammatical form of verbs. The suffix 'する' (suru) is a common verb-forming suffix in Japanese, indicating that these words are verbs. '派生する' means ""to derive"" or ""to originate,"" and '起因する' means ""to be caused by"" or ""to result from.""",
2201,90492,STEM,The leaves and a stem grow up through the ground.,0,the long thin part of a plant that grows above the ground,1,1,0,,,0,,茎,,0,noun,0,,1.0,"The Japanese word '茎' (くき, kuki) is a noun, meaning ""stem"" or ""stalk"" in English. It is not used in other grammatical forms such as a verb or adjective.",
2202,49701,ACADEMIC,The award was based on his academic achievements...,0,related to school or learning,1,1,0,,,0,,学校の、学問の,,0,adjective,0,,,,
2203,47125,EXPLANATION,"Come on, I deserve an explanation.",0,a reason,0,No. The word 'EXPLANATION' is not a base form; it is a noun derived from the verb 'explain'. The base form is 'explain'.,0,,,0,,説明,,0,noun,0,,1.0,"The Japanese word ""説明"" (setsumei) is primarily used as a noun, meaning ""explanation"" or ""description."" However, it can also function as a verb when combined with the verb ""する"" (suru), which means ""to do."" In this form, ""説明する"" means ""to explain."" But in its standalone form, ""説明"" is indeed a noun.",
